X1.browser,X1.duration,X1.endTime,X1.feedback,X1.isi,X1.judgment,X1.startTime,X1.subjectID,X1.type
Chrome,1050,null,null,986,76,2019-07-12T19:20:46.186Z,A17K1CHOI773VZ,red
Chrome,1050,null,null,1004,76,2019-07-12T19:20:46.186Z,A17K1CHOI773VZ,spikey
Chrome,1050,null,null,1029,83,2019-07-12T19:20:46.186Z,A17K1CHOI773VZ,odd
Chrome,1050,null,null,1025,83,2019-07-12T19:20:46.186Z,A17K1CHOI773VZ,spikey
Chrome,1050,null,null,977,83,2019-07-12T19:20:46.186Z,A17K1CHOI773VZ,odd
Chrome,1050,null,null,990,83,2019-07-12T19:20:46.186Z,A17K1CHOI773VZ,spikey
Chrome,1050,null,null,991,83,2019-07-12T19:20:46.186Z,A17K1CHOI773VZ,odd
Chrome,1050,null,null,954,76,2019-07-12T19:20:46.186Z,A17K1CHOI773VZ,red
Chrome,1050,null,null,1019,83,2019-07-12T19:20:46.186Z,A17K1CHOI773VZ,red
Chrome,1050,null,null,981,76,2019-07-12T19:20:46.186Z,A17K1CHOI773VZ,spikey
Chrome,1050,null,null,1031,76,2019-07-12T19:20:46.186Z,A17K1CHOI773VZ,spikey
Chrome,1050,null,null,1003,76,2019-07-12T19:20:46.186Z,A17K1CHOI773VZ,red
Chrome,1050,null,null,980,76,2019-07-12T19:20:46.186Z,A17K1CHOI773VZ,spikey
Chrome,1050,null,null,971,83,2019-07-12T19:20:46.186Z,A17K1CHOI773VZ,red
Chrome,1050,null,null,969,76,2019-07-12T19:20:46.186Z,A17K1CHOI773VZ,odd
Chrome,1050,null,null,957,83,2019-07-12T19:20:46.186Z,A17K1CHOI773VZ,odd
Chrome,1050,null,null,955,76,2019-07-12T19:20:46.186Z,A17K1CHOI773VZ,red
Chrome,1050,null,null,956,83,2019-07-12T19:20:46.186Z,A17K1CHOI773VZ,odd
Chrome,1050,null,null,1032,83,2019-07-12T19:20:46.186Z,A17K1CHOI773VZ,red
Chrome,1050,null,null,1044,76,2019-07-12T19:20:46.186Z,A17K1CHOI773VZ,spikey
Chrome,1050,null,null,1026,83,2019-07-12T19:20:46.186Z,A17K1CHOI773VZ,red
Chrome,1050,null,null,977,76,2019-07-12T19:20:46.186Z,A17K1CHOI773VZ,red
Chrome,1050,null,null,1009,83,2019-07-12T19:20:46.186Z,A17K1CHOI773VZ,odd
Chrome,1050,null,null,1043,83,2019-07-12T19:20:46.186Z,A17K1CHOI773VZ,odd
Chrome,1050,null,null,1015,76,2019-07-12T19:20:46.186Z,A17K1CHOI773VZ,odd
Chrome,1050,null,null,956,83,2019-07-12T19:20:46.186Z,A17K1CHOI773VZ,spikey
Chrome,1050,2019-07-12T19:42:30.071Z,fun,1027,76,2019-07-12T19:20:46.186Z,A17K1CHOI773VZ,spikey
